Name,Folder Path,Ingredients,Steps
Recipe_Roasted_Squash_Curry_with_Crispy_Mung_Beans_Jasmine_Rice,IDM232-assets\pdf\,½ cup Jasmine Rice * 1¾ cups Light Coconut Milk * 1 Lime * 1 Yellow Onion * 1 bunch Mint * 2 Tbsps Dried Mung Beans * 1½ Tbsps Yellow Curry Paste * 1 1-inch Piece Ginger * 1 Tbsp Sugar * ½ lb Baby Bok Choy," Place an oven rack in the center of the oven, then preheat to 450°F. * Wash and dry the fresh produce. * Using a sharp, sturdy knife, carefully halve the squash lengthwise. * Using a spoon, scoop out and discard the pulp and seeds. * Place the squash in a baking dish, cut side up. * Drizzle with olive oil and season with salt and pepper; arrange cut side down. * Fill the dish with 1/4 inch of water. * Roast 32 to 35 minutes, or until the cut side of the squash is tender when pierced with a fork. * Remove from the oven. * While the squash roasts, in a small saucepan, combine the rice, lime leaf, a big pinch of salt, and 1 cup of water. * Heat to boiling on high. * Once boiling, cover and reduce the heat to low. * Cook 12 to 14 minutes, or until the water has been absorbed and the rice is tender. * Turn off the heat. * Carefully remove and discard the lime leaf. * Fluff the cooked rice with a fork. * Cover and set aside in a warm place. * While the rice cooks, peel and thinly slice the onion. * Peel and finely chop the ginger. * Quarter the lime. * Cut off and discard the root end of the bok choy; thinly slice crosswise. * Pick the mint leaves off the stems; discard the stems. * While the rice continues to cook, in a large pan (nonstick, if available), heat 2 teaspoons of olive oil on medium-high until hot. * Add the sliced onion; season with salt and pepper. * Cook, stirring occasionally, 3 to 4 minutes, or until slightly softened. * Add the chopped ginger; season with salt and pepper. * Cook, stirring frequently, 1 to 2 minutes, or until lightly browned and fragrant. * To the pan, add the coconut milk (shaking the can just before opening), sugar, and as much of the curry paste as desired; season with salt and pepper. * Cook, stirring occasionally, 3 to 4 minutes, or until slightly thickened. * Turn off the heat and season with salt and pepper to taste. * When cool enough to handle, using a fork, scrape the flesh of the roasted squash into a bowl; separate any clumps. * (The result should resemble cooked spaghetti). * Discard the skins. * Add the squash and sliced bok choy to the pan of curry. * Cook on medium-high, stirring frequently, 2 to 3 minutes, or until thoroughly combined. * Turn off the heat. * Stir in the juice of 2 lime wedges; season with salt and pepper to taste. * Top the cooked rice with the finished curry. * Garnish with the mung beans and mint leaves (tearing just before adding). * Serve with the remaining lime wedges on the side. * Enjoy"
Recipe_Roasted_Turkey_Breast_FarroEndive_Salad_with_Brown_Butter_Apple_Compote,IDM232-assets\pdf\,1 Turkey Breast Roast*⅔ cup Semi-Pearled Farro*1 Apple*1 Lemon*1 Endive*1 bunch Chives*2 Tbsps Butter*1 Shallot1 Tbsp Honey," Remove the honey from the refrigerator to bring to room temperature. * Place an oven rack in the center of the oven; preheat to 450°F. * Heat a medium pot of salted water to boiling on high. * Line a sheet pan with foil. * Remove and discard the netting from the turkey; season with salt and pepper on both sides. * In a large pan, heat 2 teaspoons of olive oil on medium-high until hot. * Add the seasoned turkey, skin side down. * Cook 4 to 6 minutes on the first side, or until lightly browned. * Flip and cook 3 to 5 minutes, or until lightly browned. * Leaving any browned bits (or fond) in the pan on the stove, transfer the turkey to the sheet pan, skin side up. * Roast 15 to 17 minutes, or until cooked through (internal temperature should register 165ºF). * Transfer the turkey to a cutting board and let rest for at least 5 minutes. * While the turkey roasts, add the farro to the pot of boiling water and cook, uncovered, 17 to 19 minutes, or until tender. * Drain thoroughly and return the farro to the pot. * Set aside in a warm place. * While the farro cooks, peel and thinly slice the shallot. * Cut off and discard the root end of the endive; thinly slice crosswise. * Quarter and deseed the lemon. * Core and small dice the apple. * Cut the chives into 1/2-inch pieces. * While the farro continues to cook, add 2 teaspoons of olive oil to the pan of reserved fond; heat on medium-high until hot. * Add half the chopped shallot; season with salt and pepper. * Cook, stirring constantly, 30 seconds to 1 minute, or until softened. * Add the sliced endive; season with salt and pepper. * Cook, stirring frequently, 1 to 2 minutes, or until softened. * Add half the honey (kneading the packet before opening) and the juice of 2 lemon wedges. * Cook, stirring constantly, 30 seconds to 1 minute, or until thoroughly combined. * Transfer to a bowl and season with salt and pepper to taste. * Rinse and wipe out the pan. * While the farro continues to cook, in the same pan, heat the butter on medium-high until melted. * Cook, stirring frequently and swirling the pan, 1 to 2 minutes, or until browned and nuttily fragrant. * Add the diced apple and remaining chopped shallot; season with salt and pepper. * Cook, stirring frequently, 1 to 2 minutes, or until slightly softened. * Add the juice of the remaining lemon wedges and the remaining honey. * Cook, stirring constantly, 30 seconds to 1 minute, or until thoroughly combined. * Turn off the heat and season with salt and pepper to taste to make the compote. * Add the cooked endive, mustard, half the sliced chives, and a drizzle of olive oil to the pot of cooked farro. * Stir to combine; season with salt and pepper to taste. * Thinly slice the rested turkey crosswise. * Serve the sliced turkey with the farro salad. * Top the turkey with the compote. * Garnish with the remaining sliced chives and a drizzle of olive oil. * Enjoy.
"
Recipe_Salmon_HoneyGlazed_Carrots_with_LemonSaffron_Yogurt_Sauce,IDM232-assets\pdf\, 2 Skin-On Salmon Fillets*2 cloves Garlic*6 oz Carrots*1 Lemon*¾ lb Yukon Gold Potatoes*1 Pinch Saffron*1 Tbsp Honey½ cup Plain Greek Yogurt*½ tsp Crushed Aleppo Pepper*½ tsp Ground Cumin,"Remove the honey from the refrigerator to bring to room temperature. * Wash, dry, and medium dice the potatoes. * In a small pot, combine the potatoes, half the saffron, and a big pinch of salt. * Add enough water to cover the potatoes by ½ inch. * Heat to boiling on high. * Once boiling, cook 10 to 12 minutes, or until the potatoes are tender when pierced with a fork. * Drain thoroughly and return to the pot. * Set aside in a warm place. * While the potatoes cook, wash and dry the remaining fresh produce. * Peel the carrots; cut into ½-inch-thick pieces on an angle. * Peel and roughly chop the garlic. * Pick the mint leaves off the stems; discard the stems. * Using a peeler, remove the rind of the lemon, avoiding the pith; mince to get 2 teaspoons of zest (or use a zester). * Quarter and deseed the lemon. * In a medium bowl, combine the remaining saffron and the juice of 1 lemon wedge. * In a medium pan (nonstick, if available), heat 2 teaspoons of olive oil on medium-high until hot. * Add the carrots and garlic; season with salt and pepper. * Cook, stirring occasionally, 2 to 3 minutes, or until slightly softened. * Add the cumin and honey (kneading the packet before opening). * Cook, stirring constantly, 30 seconds to 1 minute, or until fragrant. * Add ¾ cup of water. * Cook, stirring occasionally, 8 to 10 minutes, or until the carrots are softened and glazed. * Transfer the carrots to a bowl; season with salt and pepper to taste. * While the carrots cook, to the bowl of saffron-lemon juice mixture, add the yogurt, lemon zest, a drizzle of olive oil, and up to half the Aleppo pepper to make the yogurt sauce. * Stir to combine; season with salt and pepper to taste. * Pat the salmon fillets dry with paper towels; season with salt and pepper on both sides. * Rinse and wipe out the pan used to glaze the carrots. * In the same pan, heat 1 tablespoon of olive oil on medium-high until hot. * Add the seasoned fillets, skinless side down. * Cook 3 to 4 minutes on the first side, or until lightly browned. * Flip and cook 2 to 3 minutes, or until lightly browned and cooked to your desired degree of doneness. * Turn off the heat. * While the salmon cooks, add the glazed carrots, the juice of the remaining lemon wedges, half the mint (tearing the leaves just before adding), and as much of the remaining Aleppo pepper as desired to the pot of cooked potatoes. * Drizzle with olive oil; stir to combine. * Season with salt and pepper to taste. * Divide between 2 dishes. * Top each with a cooked salmon fillet and a spoonful of the yogurt sauce. * Garnish with the remaining mint (tearing the leaves just before adding). * Serve with the remaining yogurt sauce on the side. * Enjoy."
Recipe_Seared_Chicken_Mashed_Potatoes_with_MapleGlazed_Carrots,IDM232-assets\pdf\,"2 Boneless, Skinless Chicken Breasts*¾ lb Yukon Gold Potatoes*2 Tbsps Crème Fraîche*1 Tbsp Sherry Vinegar"," Place an oven rack in the center of the oven, then preheat to 450°F. * Heat a medium pot of salted water to boiling on high. * Wash and dry the fresh produce. * Peel the carrots; quarter lengthwise, then halve crosswise. * Large dice the potatoes. * Place the sliced carrots on a sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer. * Roast 15 to 17 minutes, or until lightly browned and tender when pierced with a fork. * Carefully transfer the carrots to a large bowl. * Add half the maple syrup; stir to coat. * Season with salt and pepper to taste. * Loosely cover the carrots with aluminum foil to keep warm. * While the carrots roast, add the diced potatoes to the pot of boiling water. * Cook 14 to 16 minutes, or until tender when pierced with a fork. * Turn off the heat. * Drain thoroughly and return to the pot. * Add the crème fraîche and 1 tablespoon of olive oil. * Using a fork, mash to your desired consistency. * Season with salt and pepper to taste. * Cover to keep warm. * While the potatoes cook, pat the chicken dry with paper towels; season with salt and pepper on both sides. * In a medium pan, heat 2 teaspoons of olive oil on medium-high until hot. * Add the seasoned chicken and cook 5 to 7 minutes per side, or until browned and cooked through. * Leaving any browned bits (or fond) in the pan, transfer the chicken to a cutting board. * Add the vinegar and remaining maple syrup to the pan of reserved fond (be careful, as the liquid may splatter). * Cook on medium-high, stirring constantly and scraping up any fond, 30 seconds to 1 minute, or until thoroughly combined. * Turn off the heat. * Stir in the butter until thoroughly combined to make the pan sauce. * Season with salt and pepper to taste. * Slice the cooked chicken crosswise. * Serve the sliced chicken with the mashed potatoes and glazed carrots. * Top the chicken with the pan sauce. * Enjo"
Recipe_Seared_Steaks_Garlic_Butter_with_Oven_Fries,IDM232-assets\pdf\,Steaks*2 cloves Garlic*2 Russet Potatoes*1 bunch Chives*3 Tbsps Creamy Mustard Sauce*2 Tbsps Butter*1 Tbsp Red Wine Vinegar,"Place an oven rack in the center of the oven, then preheat to 450°F. * Wash and dry the fresh produce. * Cut the potatoes lengthwise into 1/2-inch-thick sticks. * Place the potatoes on a sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer. * Roast, flipping halfway through, 22 to 24 minutes, or until lightly browned and tender when pierced with a fork. * Remove from the oven. * While the potatoes roast, peel and finely chop the garlic. * Cut off and discard the root end of the lettuce; roughly chop the leaves. * Thinly slice the chives. * In a bowl, combine the red wine vinegar and 1/4 of the creamy mustard sauce. * Slowly whisk in 2 teaspoons of olive oil until well combined to make the vinaigrette. * Season with salt and pepper to taste. * While the potatoes continue to roast, pat the steaks dry with paper towels. * Season the steaks with salt and pepper on both sides. * In a large pan, heat 1 tablespoon of olive oil on medium-high until hot. * Add the seasoned steaks and cook 4 to 5 minutes on the first side, or until lightly browned. * Flip and cook 2 to 3 minutes, or until lightly browned. * Add the chopped garlic and butter. * Cook, frequently spooning the butter over the steaks, 1 to 2 minutes for medium-rare, or until the steaks are browned and cooked to your desired degree of doneness. * Transfer the cooked steaks to a cutting board; let rest for at least 5 minutes. * Transfer the garlic butter to a bowl. * While the steaks rest, place the chopped lettuce in a large bowl. * Add enough of the vinaigrette to coat the lettuce (you may have extra vinaigrette). * Toss to coat; season with salt and pepper to taste to make the salad. * Thinly slice the rested steaks crosswise against the grain. * Serve the sliced steaks with the roasted potatoes and salad. * Drizzle the steaks and potatoes with the garlic butter. * Garnish the salad with the sliced chives. * Serve with the remaining creamy mustard sauce on the side. * Enjoy."
Recipe_Shiitake_Hoisin_Beef_Burgers_with_Miso_Mayonnaise_Roasted_Sweet_Potatoes,IDM232-assets\pdf\,4 Potato Buns*2 cloves Garlic*2 Scallions*2 Sweet Potatoes*½ lb Baby Bok Choy*2 Tbsps Hoisin Sauce*2 Tbsps Sweet White Miso Paste*½ oz Dried Shiitake Mushrooms*¼ cup Mayonnaise,"Place an oven rack in the center of the oven, then preheat to 450°F. * Wash and dry the sweet potatoes; cut lengthwise into 1-inch wedges. * Place on a sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer, skin side down. * Roast 22 to 24 minutes, or until browned and tender when pierced with a fork. * Remove from the oven. * While the sweet potatoes roast, wash and dry the remaining fresh produce. * In a bowl, combine the mushrooms and 1 cup of hot water; let stand for at least 10 minutes to rehydrate. * Peel and finely chop the garlic; using the flat side of your knife, smash until it resembles a paste (or use a zester). * Cut off and discard the root ends of the scallions; thinly slice, separating the white bottoms and green tops. * Cut off and discard the root end of the bok choy; thinly slice. * Place in a bowl. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Halve the buns. * In a bowl, combine the miso paste and mayonnaise to make the miso mayonnaise; season with salt and pepper to taste. * While the sweet potatoes continue to roast, drain the rehydrated mushrooms. * Transfer to a cutting board; finely chop. * In a large bowl, combine the chopped mushrooms, ground beef, garlic paste, sliced white bottoms of the scallions, and hoisin sauce; season with salt and pepper. * Gently mix to combine. * Using your hands, form the mixture into four ½-inch-thick patties. * Transfer to a plate. * While the sweet potatoes continue to roast, in a large pan (nonstick, if available), heat 2 teaspoons of olive oil on medium-high until hot. * Add the patties and cook 3 to 4 minutes per side, or until browned and cooked to your desired degree of doneness. * Leaving any browned bits (or fond) in the pan, transfer to a plate. * Add the buns, cut side down, to the pan of reserved fond. * (If the pan seems dry, add a drizzle of olive oil). * Toast on medium-high 30 seconds to 1 minute, or until lightly browned. * Transfer the buns to a work surface. * Divide the miso mayonnaise, cooked patties, and seasoned bok choy among the toasted buns. * Serve the burgers with the roasted sweet potatoes. * Garnish the sweet potatoes with the sliced green tops of the scallions. * Enjoy."
Recipe_Shrimp_Fra_Diavolo_with_Lumaca_Rigata_Pasta,IDM232-assets\pdf\,6 oz Lumaca Rigata Pasta * 2 cloves Garlic * 1 8-ounce Can Tomato Sauce * 1½ tsps Calabrian Chile Paste * 2 Tbsps Crème Fraîche * 2 Tbsps Sliced Roasted Almonds * 2 Tbsps Verjus Blanc,"Fill a medium pot with water; add a big pinch of salt and heat to boiling on high. * Wash and dry the fresh produce. * Cut out and discard the core of the cabbage; thinly slice the leaves. * Peel and roughly chop the garlic. * Pat the shrimp dry with paper towels; season with salt and pepper. * In a medium pan, heat a drizzle of olive oil on medium-high until hot. * Add the seasoned shrimp; cook, stirring occasionally, 3 to 4 minutes, or until opaque and cooked through. * Leaving any browned bits (or fond) in the pan, transfer the shrimp to a plate; set aside in a warm place. * Add the sliced cabbage to the pan. * (If the pan seems dry, add a drizzle of olive oil). * Cook on medium-high, stirring occasionally, 2 to 3 minutes, or until slightly softened. * Add the verjus and 1/4 cup of water; season with salt and pepper. * Cook, stirring occasionally and scraping up any fond, 3 to 5 minutes, or until the cabbage has softened and the water has cooked off. * Transfer the cabbage to the plate of cooked shrimp. * Wipe out the pan. * While the cabbage cooks, add the pasta to the pot of boiling water. * Cook, stirring occasionally, 9 to 11 minutes, or until al dente. * Reserving 1/2 cup of the pasta cooking water, drain thoroughly. * While the pasta cooks, in the same pan, heat 2 teaspoons of olive oil on medium-high until hot. * Add the chopped garlic; season with salt and pepper. * Cook, stirring constantly, 30 seconds to 1 minute, or until softened and fragrant. * Add the tomato sauce, 1/3 cup of water, and as much of the chile paste as desired; season with salt and pepper. * Cook, stirring occasionally, 4 to 5 minutes, or until thickened. * Season with salt and pepper to taste. * Add the cooked pasta, cooked shrimp and cabbage, and half the reserved pasta cooking water to the pan. * Cook, stirring vigorously, 1 to 2 minutes, or until coated. * (If the sauce seems dry, gradually add the remaining pasta cooking water to achieve desired consistency). * Turn off the heat. * Stir in the crème fraîche until thoroughly combined. * Season with salt and pepper to taste. * Top the finished pasta with the almonds and a drizzle of olive oil. * Enjoy"
Recipe_Smoked_Gouda_Mushroom_Flatbread_with_Endive_Apple_Salad,IDM232-assets\pdf\, 1 Endive*2 cloves Garlic*2 oz Smoked Gouda Cheese*2 oz Fontina Or Aged Alpine Cheese*1 Red Onion*¾ lb Pizza Dough*4 oz Cremini Mushrooms*1 Apple*1 Tbsp Honey*1 Tbsp Apple Cider Vinegar,"Remove the dough and honey from the refrigerator to bring to room temperature. * Place an oven rack in the center of the oven, then preheat to 475°F. * Wash and dry the fresh produce. * Thinly slice the mushrooms. * Peel and roughly chop the garlic. * Peel and thinly slice the onion. * Remove and discard the stems of the kale; roughly chop the leaves. * Grate both cheeses on the large side of a box grater (discarding any rind). * Combine in a bowl. * In a large pan (nonstick, if available), heat a drizzle of olive oil on medium-high until hot. * Add the sliced mushrooms in an even layer. * Cook, without stirring, 2 to 3 minutes, or until lightly browned. * Add the chopped garlic and sliced onion; season with salt and pepper. * Cook, stirring occasionally, 2 to 3 minutes, or until lightly browned and fragrant. * Add the chopped kale to the pan; season with salt and pepper. * Cook, stirring frequently, 1 to 2 minutes, or until slightly wilted. * Add 1/4 cup of water; season with salt and pepper. * Cook, stirring occasionally, 3 to 4 minutes, or until the kale has wilted and the water has cooked off. * Turn off the heat. * Season with salt and pepper to taste. * Lightly oil a sheet pan. * On a work surface, using your hands and a rolling pin (or a wine bottle), gently stretch and roll the dough to a 1/8-inch thickness. * (If the dough is resistant, let rest for 5 minutes). * Carefully transfer the dough to the sheet pan; rub the dough into the pan to coat the bottom in oil. * Leaving a 1-inch border around the edges, evenly top the prepared dough with the finished vegetables, grated cheeses, and a drizzle of olive oil. * Season with salt and pepper. * Bake, rotating the sheet pan halfway through, 14 to 16 minutes, or until the crust has browned and the cheese has melted. * Remove from the oven and let stand for at least 2 minutes. * While the flatbread bakes, cut off and discard the root end of the endive; roughly chop the leaves. * Core, quarter, and thinly slice the apple. * To make the dressing, in a large bowl, whisk together the vinegar, honey (kneading the packet before opening), and 1 tablespoon of olive oil until thoroughly combined. * Season with salt and pepper to taste. * Just before serving, add the chopped endive and sliced apple to the bowl of dressing. * Toss to combine; season with salt and pepper to taste. * Serve the baked flatbread with the salad on the side. * Enjoy."
Recipe_Spicy_Chicken_Quesadillas_with_Beet_Orange_Salad,IDM232-assets\pdf\,"4 Flour Tortillas*2 Scallions*6 oz Chioggia Beet*1 Jalapeño Pepper*1 Lime*1 Navel Orange*3 Tbsps Roasted Peanuts*2 oz White Cheddar Cheese*¼ cup Mexican Crema*1 Tbsp Mexican Spice Blend (Ancho Chile Powder, Smoked Paprika, Garlic Powder, Ground Cumin, & Dried Mexican Oregano)"," Heat a small pot of salted water to boiling on high. * Wash and dry the fresh produce. * Peel the beet and cut lengthwise into 1/4-inch wedges. * Once the pot of water is boiling, add the beet wedges and cook, uncovered, 22 to 24 minutes, or until tender when pierced with a fork. * Drain and rinse under cold water for 30 seconds to 1 minute to stop the cooking process. * Pat dry with paper towels and transfer to a large bowl. * While the beet cooks, cut off and discard the root ends of the scallions; thinly slice, separating the white bottoms and green tops. * Using a peeler, remove the green rind of the lime, avoiding the white pith; mince to get 2 teaspoons of zest (or use a zester). * Quarter the lime. * Grate the cheese on the large side of a box grater. * Peel the orange; halve lengthwise, then thinly slice crosswise. * To make the lime crema, in a bowl, combine the crema and the juice of 2 lime wedges; season with salt and pepper to taste. * Cut out and discard the stem, ribs, and seeds of the pepper; finely chop. * Thoroughly wash your hands, knife, and cutting board immediately after handling the pepper. * While the beet continues to cook, pat the chicken dry with paper towels; season on both sides with salt, pepper, and the spice blend. * In a large pan (nonstick, if available), heat 2 teaspoons of olive oil on medium-high until hot. * Add the seasoned chicken; cook 3 to 4 minutes per side, or until browned and cooked through. * Transfer to a cutting board; when cool enough to handle, roughly chop. * Transfer to a medium bowl. * Rinse and wipe out the pan. * To the bowl of chopped chicken, add the sliced white bottoms of the scallions, lime zest, the juice of 1 lime wedge, a drizzle of olive oil, and as much of the chopped pepper as desired. * Stir to combine; season with salt and pepper to taste. * Place the tortillas on a work surface. * Sprinkle the grated cheese onto 1 side of each tortilla. * Evenly top with the filling. * Fold each tortilla in half over the filling. * In the same pan, heat 2 teaspoons of olive oil on medium until hot. * Add the quesadillas; cook 2 to 3 minutes per side, or until the tortillas are browned and the cheese has melted. * (If the pan seems dry, add a drizzle of olive oil before flipping). * Transfer to a cutting board; immediately season with salt and pepper. * While the quesadillas cook, add the sliced orange, peanuts, the juice of the remaining lime wedge, and a drizzle of olive oil to the bowl of cooked beet. * Stir to combine; season with salt and pepper to taste. * Cut the cooked quesadillas in half. * Garnish the quesadillas and salad with the sliced green tops of the scallions. * Serve with the lime crema on the side. * Enjoy"
Recipe_Spicy_Pork_Korean_Rice_Cakes_with_Bok_Choy,IDM232-assets\pdf\,1 lb Korean Rice Cakes * 2 cloves Garlic * 2 heads Baby Bok Choy * 2 Tbsps Soy Glaze * 1½ Tbsps Gochujang * 1 1-inch Piece Ginger * ¼ cup Black Bean Sauce * ¼ cup Crème Fraîche * 1 bunch Chives," Heat a large pot of salted water to boiling on high. * Wash and dry the fresh produce. * Peel and finely chop the ginger. * Peel and roughly chop the garlic. * Cut off and discard the root end of the bok choy; roughly chop the leaves and stems, keeping them separate. * Thinly slice the chives. * In a large pan, heat 2 teaspoons of olive oil on medium until hot. * Add the ground pork (removing and discarding the paper lining from the bottom); season with salt and pepper. * Cook, frequently breaking the meat apart with a spoon, 4 to 6 minutes, or until lightly browned. * Add the chopped garlic and ginger. * Season with salt and pepper. * Cook, stirring occasionally, 2 to 3 minutes, or until softened and the pork is cooked through. * To the pan, add the chopped bok choy stems, soy glaze, black bean sauce, ½ cup of water, and as much of the gochujang as desired. * Cook, stirring occasionally, 3 to 4 minutes, or until the bok choy stems have softened and the liquid has thickened. * Turn off the heat. * Season with salt and pepper to taste. * While the sauce cooks, add the rice cakes to the pot of boiling water and cook 2 to 3 minutes, or until tender. * Drain thoroughly. * Add the cooked rice cakes and chopped bok choy leaves to the pan of cooked pork and sauce; season with salt and pepper. * Cook on medium-high, stirring frequently, 1 to 2 minutes, or until the rice cakes are thoroughly coated and the bok choy leaves are slightly wilted. * Turn off the heat. * Stir in the crème fraîche and half the sliced chives. * Season with salt and pepper to taste. * Garnish the finished pork and rice cakes with the remaining sliced chives. * Enjoy."
Recipe_Sweet_Sour_Vegetable_StirFry_with_Fried_Eggs_Peanuts,IDM232-assets\pdf\,2 Cage-Free Farm Eggs * 1 1-inch Piece Ginger * 1½ Tbsps Soy Marinade * 2 Tbsps Roasted Peanuts,"Wash and dry the fresh produce. * In a bowl, combine the mushrooms and 1 cup of warm water. * Let stand for at least 10 minutes. * Peel the carrots; thinly slice into rounds. * Cut off and discard the root end of the bok choy; thinly slice the stems and roughly chop the leaves, keeping them separate. * Quarter the lime. * In a small saucepan, combine the rice, a big pinch of salt, and 1 1/2 cups of water; heat to boiling on high. * Once boiling, cover and reduce the heat to low. * Cook 12 to 14 minutes, or until the water has been absorbed and the rice is tender. * Turn off the heat and fluff with a fork. * Cover and set aside in a warm place. * Pat the chicken dry with paper towels; season with salt and pepper. * In a large pan, heat 1 tablespoon of olive oil on medium-high until hot. * Add the seasoned chicken; cook, stirring occasionally, 3 to 4 minutes, or until lightly browned. * Leaving any browned bits (or fond) in the pan, transfer to a plate. * While the chicken browns, drain the rehydrated mushrooms. * Transfer to a cutting board and roughly chop. * Add 2 teaspoons of olive oil to the pan of reserved fond; heat on medium-high until hot. * Add the sliced carrots and as much of the curry paste as desired; season with salt and pepper. * Cook, stirring frequently, 1 to 2 minutes, or until slightly softened and fragrant. * To the pan, add the browned chicken, sliced bok choy stems, Golden Mountain sauce, chopped mushrooms, and coconut milk (shaking the can just before opening); season with salt and pepper. * Heat to boiling on high. * Once boiling, reduce the heat to medium-high and cook, stirring occasionally, 4 to 5 minutes, or until the liquid is slightly reduced in volume. * Add the chopped bok choy leaves. * Cook, stirring occasionally, 2 to 3 minutes, or until the liquid is slightly thickened and the chicken is cooked through. * Turn off the heat and stir in the juice of 2 lime wedges. * Season with salt and pepper to taste. * Serve the finished curry and cooked rice with the remaining lime wedges on the side. * Enjoy"
Recipe_Thai_Curry_Chicken_with_Carrots_Bok_Choy,IDM232-assets\pdf\,10 oz Chopped Chicken Breast*1¾ cups Light Coconut Milk*3 Carrots*1 Lime*1 head Baby Bok Choy½ cup Dried Shiitake Mushrooms*½ cup Dried Shiitake Mushrooms*2 tsps Golden Mountain Sauce*1½ Tbsps Yellow Curry Paste,"Wash and dry the fresh produce. * In a bowl, combine the mushrooms and 1 cup of warm water. * Let stand for at least 10 minutes. * Peel the carrots; thinly slice into rounds. * Cut off and discard the root end of the bok choy; thinly slice the stems and roughly chop the leaves, keeping them separate. * Quarter the lime. * In a small saucepan, combine the rice, a big pinch of salt, and 1 1/2 cups of water; heat to boiling on high. * Once boiling, cover and reduce the heat to low. * Cook 12 to 14 minutes, or until the water has been absorbed and the rice is tender. * Turn off the heat and fluff with a fork. * Cover and set aside in a warm place. * Pat the chicken dry with paper towels; season with salt and pepper. * In a large pan, heat 1 tablespoon of olive oil on medium-high until hot. * Add the seasoned chicken; cook, stirring occasionally, 3 to 4 minutes, or until lightly browned. * Leaving any browned bits (or fond) in the pan, transfer to a plate. * While the chicken browns, drain the rehydrated mushrooms. * Transfer to a cutting board and roughly chop. * Add 2 teaspoons of olive oil to the pan of reserved fond; heat on medium-high until hot. * Add the sliced carrots and as much of the curry paste as desired; season with salt and pepper. * Cook, stirring frequently, 1 to 2 minutes, or until slightly softened and fragrant. * To the pan, add the browned chicken, sliced bok choy stems, Golden Mountain sauce, chopped mushrooms, and coconut milk (shaking the can just before opening); season with salt and pepper. * Heat to boiling on high. * Once boiling, reduce the heat to medium-high and cook, stirring occasionally, 4 to 5 minutes, or until the liquid is slightly reduced in volume. * Add the chopped bok choy leaves. * Cook, stirring occasionally, 2 to 3 minutes, or until the liquid is slightly thickened and the chicken is cooked through. * Turn off the heat and stir in the juice of 2 lime wedges. * Season with salt and pepper to taste. * Serve the finished curry and cooked rice with the remaining lime wedges on the side. * Enjoy"
Recipe_Tilapia_Black_Lentil_Salad_with_Lemon_Pan_Sauce,IDM232-assets\pdf\,Tilapia*½ cup Black Beluga Lentils*2 cloves Garlic*1 Lemon*½ lb Broccoli*1 bunch Parsley*2 Tbsps Butter1 oz Golden Or Red Sweet Piquante Peppers*1 Tbsp Capers,"Place an oven rack in the center of the oven, then preheat to 450°F. * Heat a medium saucepan of salted water to boiling on high. * Once boiling, add the lentils and cook, uncovered, 24 to 26 minutes, or until tender. * Turn off the heat. * Drain thoroughly and rinse under warm water; return to the pot. * Cover to keep warm. * While the lentils cook, wash and dry the fresh produce. * Cut off and discard the bottom 1/2 inch of the broccoli stem; cut the broccoli into small pieces, keeping the florets intact. * Place on a sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer. * Roast 15 to 17 minutes, or until browned and tender when pierced with a fork. * Remove from the oven. * While the broccoli roasts, peel the garlic. * Roughly chop 1 clove. * Finely chop the remaining clove; using the flat side of your knife, smash until it resembles a paste (or use a zester). * Using a peeler, remove the yellow rind of the lemon, avoiding the white pith; mince the rind to get 2 teaspoons of zest (or use a zester). * Quarter and deseed the lemon. * Roughly chop the peppers. * Finely chop the parsley leaves and stems. * To make the gremolata, in a bowl, combine the lemon zest, chopped peppers, half the chopped parsley, the juice of 1 lemon wedge, and a drizzle of olive oil. * Season with salt and pepper to taste. * Pat the fish fillets dry with paper towels; season with salt and pepper on both sides. * In a large pan (nonstick, if available), heat 2 teaspoons of olive oil on medium-high until hot. * Add the seasoned fillets and cook 2 to 3 minutes per side, or until lightly browned and cooked through. * Leaving any browned bits (or fond) in the pan, transfer to a plate. * Add the capers, chopped garlic, butter, and 1 tablespoon of olive oil to the pan of reserved fond; season with salt and pepper. * Cook on medium-high, stirring constantly and scraping up any fond, 1 to 2 minutes, or until browned and fragrant. * Turn off the heat. * Stir in the juice of the remaining lemon wedges (be careful, as the liquid may splatter). * Season with salt and pepper to taste. * To the saucepan of cooked lentils, add the roasted broccoli and gremolata. * Stir to combine; season with salt and pepper to taste. * Serve the finished lentils with the cooked fish fillets. * Top the fish with the pan sauce. * Garnish with the remaining chopped parsley. * Enjoy."
